时间,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点,PE-TTM(扣非) 50%分位点,PE-TTM(扣非) 20%分位点
2020-12-11,109.8,109.8,1645.67,109.8,140258884536,66117932208,44.6969,0.9113,40.1935,33.5928,28.8654
2020-12-10,103.53,103.53,1559.34,103.53,132249565719.6,62342345369,42.1445,0.857,40.1935,33.5928,28.8654
2020-12-09,100.33,100.33,1515.28,100.33,128161875095.6,60415411097,40.8419,0.8208,40.1935,33.5928,28.8654
2020-12-08,99.84,99.84,1508.53,99.84,127535947468.8,60120349286,40.6424,0.8133,40.1935,33.5928,28.8654
2020-12-07,100.16,100.16,1512.94,100.16,127944716531.2,60313042714,40.7727,0.8186,40.1935,33.5928,28.8654
2020-12-04,101.15,101.15,1526.57,101.15,129209345818,60909188004,41.1757,0.8336,40.1935,33.5928,28.8654
2020-12-03,98.56,98.56,1490.91,98.56,125900871219.2,59349575578,40.1214,0.797,40.1935,33.5928,28.8654
2020-12-02,98.49,98.49,1489.94,98.49,125811452986.8,59307423890,40.0929,0.7961,40.2036,33.5928,28.8654
2020-12-01,97.49,97.49,1476.17,97.49,124534049666.8,58705256930,39.6858,0.7798,40.2109,33.5928,28.8654
2020-11-30,95.27,95.27,1445.61,95.27,121698214296.4,57368446279,38.7821,0.7476,40.2591,33.5928,28.8654
2020-11-27,96.35,96.35,1460.48,96.35,123077809882,58018786596,39.2217,0.7626,40.2681,33.5928,28.8654
2020-11-26,95.9,95.9,1454.28,95.9,122502978388,57747811464,39.0386,0.7542,40.2689,33.5928,28.8654
2020-11-25,96.2,96.2,1458.41,96.2,122886199384,57928461552,39.1607,0.7582,40.2828,33.5928,28.8654
2020-11-24,97.58,97.58,1477.41,97.58,124649015965.6,58759451957,39.7224,0.7789,40.2999,33.5928,28.8654
2020-11-23,98.1,98.1,1484.57,98.1,125313265692,59072578776,39.9341,0.7864,40.3058,33.5928,28.8654
2020-11-20,97.85,97.85,1481.13,97.85,124993914862,58922037036,39.8324,0.7824,40.318,33.5928,28.8654
2020-11-19,96.3,96.3,1459.79,96.3,123013939716,57988678248,39.2014,0.7608,40.3505,33.5928,28.8654
2020-11-18,96.6,96.6,1463.92,96.6,123397160712,58169328336,39.3235,0.7639,40.375,33.5928,28.8654
2020-11-17,96.36,96.36,1460.62,96.36,123090583915.2,58024808266,39.2258,0.7613,40.3963,33.5928,28.8654
2020-11-16,97.05,97.05,1470.12,97.05,123971992206,58440303468,39.5067,0.7692,40.4104,33.5928,28.8654
2020-11-13,97.41,97.41,1475.07,97.41,124431857401.2,58657083574,39.6532,0.7749,40.4104,33.5928,28.8654
2020-11-12,98.78,98.78,1493.94,98.78,126181899949.6,59482052309,40.2109,0.7944,40.4178,33.5928,28.8654
2020-11-11,99.98,99.98,1510.46,99.98,127714783933.6,60204652661,40.6994,0.808,40.4246,33.5928,28.8654
2020-11-10,101.19,101.19,1527.12,101.19,129260441950.8,60933274682,41.192,0.827,40.4246,33.5928,28.8654
2020-11-09,102.91,102.91,1550.8,102.91,131457575661.2,61969001854,41.8922,0.8433,40.4246,33.5928,28.8654
2020-11-06,100.69,100.69,1520.23,100.69,128621740290.8,60632191202,40.9884,0.8195,40.4246,33.5928,28.8654
2020-11-05,102.21,102.21,1541.16,102.21,130563393337.2,61547484982,41.6072,0.8363,40.4246,33.5928,28.8654
2020-11-04,100,100,1510.73,100,127740332000,60216696000,40.7076,0.808,40.4246,33.5928,28.8654
2020-11-03,101.07,101.07,1525.47,101.07,129107153552.4,60861014647,41.1431,0.8248,40.4246,33.5928,28.8654
2020-11-02,100.58,100.58,1518.72,100.58,128481225925.6,60565952837,40.9437,0.8186,40.4246,33.5928,28.8654
2020-10-30,102.96,102.96,1551.49,102.96,131521445827.2,61999110202,41.9125,0.8411,40.4246,33.5928,28.8654
2020-10-29,104.52,104.52,1572.97,104.52,133514195006.4,62938490659,44.4603,0.8945,40.4246,33.5928,28.8654
2020-10-28,102.5,102.5,1545.16,102.5,130933840300,61722113400,43.601,0.88,40.4246,33.5928,28.8654
2020-10-27,100.9,100.9,1523.13,100.9,128889994988,60758646264,42.9204,0.8614,40.4246,33.5928,28.8654
2020-10-26,99.5,99.5,1503.85,99.5,127101630340,59915612520,42.3249,0.8482,40.4246,33.5928,28.8654
2020-10-23,101.82,101.82,1535.79,101.82,130065206042.4,61312639867,43.3118,0.8716,40.4246,33.5928,28.8654
2020-10-22,102.2,102.2,1541.03,102.2,130550619304,61541463312,43.4734,0.876,40.4246,33.5928,28.8654
2020-10-21,102.99,102.99,1551.9,102.99,131559767926.8,62017175210,43.8094,0.8826,40.4246,33.5928,28.8654
2020-10-20,104.12,104.12,1567.46,104.12,133003233678.4,62697623875,44.2901,0.8888,40.4246,33.5928,28.8654
2020-10-19,103.4,103.4,1557.55,103.4,132083503288,62264063664,43.9839,0.8853,40.4246,33.5928,28.8654
2020-10-16,105.8,105.8,1590.59,105.8,135149271256,63709264368,45.0048,0.8994,40.4246,33.5928,28.8654
2020-10-15,105.18,105.18,1582.06,105.18,134357281197.6,63335920853,44.741,0.8941,40.4246,33.5928,28.8654
2020-10-14,106.8,106.8,1604.36,106.8,136426674576,64311431328,45.4301,0.9064,40.4246,33.5928,28.8654
2020-10-13,107.7,107.7,1616.76,107.7,137576337564,64853381592,45.813,0.9113,40.4246,33.5928,28.8654
2020-10-12,107.61,107.61,1615.52,107.61,137461371265.2,64799186566,45.7747,0.9104,40.4246,33.5928,28.8654
2020-10-09,104.17,104.17,1568.15,104.17,133067103844.4,62727732223,44.3114,0.8892,40.4246,33.5928,28.8654
2020-09-30,101.96,101.96,1537.72,101.96,130244042507.2,61396943242,43.3713,0.8721,40.4529,33.5961,28.8654
2020-09-29,101.96,101.96,1537.72,101.96,130244042507.2,61396943242,43.3713,0.8721,40.4529,33.5961,28.8654
2020-09-28,100.8,100.8,1521.75,100.8,128762254656,60698429568,42.8779,0.8593,40.4529,33.5961,28.8654
2020-09-25,102.8,102.8,1549.29,102.8,131317061296,61902763488,43.7286,0.8774,40.4529,33.5961,28.8654
2020-09-24,102.8,102.8,1549.29,102.8,131317061296,61902763488,43.7286,0.8778,40.4246,33.5928,28.8654
2020-09-23,106.25,106.25,1596.79,106.25,135724102750,63980239500,45.1962,0.9011,40.4178,33.5905,28.8654
2020-09-22,105.68,105.68,1588.94,105.68,134995982857.6,63637004333,44.9537,0.8953,40.4104,33.5881,28.8654
2020-09-21,106.75,106.75,1603.67,106.75,136362804410,64281322980,45.4089,0.9033,40.4104,33.5881,28.8654
2020-09-18,108.65,108.65,1629.84,108.65,138789870718,65425440204,46.2171,0.913,40.4104,33.5881,28.8654
2020-09-17,105.99,105.99,1593.21,105.99,135391977886.8,63823676090,45.0856,0.8993,40.4104,33.5881,28.8654
2020-09-16,109.22,109.22,1637.68,109.22,139517990610.4,65768675371,46.4595,0.9161,40.4104,33.5881,28.8654
2020-09-15,110.35,110.35,1653.24,110.35,140961456362,66449124036,46.9402,0.9223,40.4104,33.5881,28.8654
2020-09-14,111,111,1662.19,111,141791768520,66840532560,47.2167,0.9262,40.4104,33.5881,28.8654
2020-09-11,114,114,1703.5,114,145623978480,68647033440,48.4928,0.9404,40.4104,33.5881,28.8654
2020-09-10,107.33,107.33,1611.66,107.33,137103698335.6,64630579817,45.6556,0.9055,40.4104,33.5881,28.8654
2020-09-09,105.96,105.96,1592.8,105.96,135353655787.2,63805611082,45.0728,0.8989,40.4104,33.5881,28.8654
2020-09-08,109.35,109.35,1639.47,109.35,139684053042,65846957076,46.5148,0.9156,40.4104,33.5881,28.8654
2020-09-07,108,108,1620.89,108,137959558560,65034031680,45.9406,0.9081,40.4104,33.5881,28.8654
2020-09-04,113,113,1689.73,113,144346575160,68044866480,48.0675,0.9342,40.4104,33.5881,28.8654
2020-09-03,120,120,1786.11,120,153288398400,72260035200,51.0451,0.9545,40.4104,33.5881,28.8654
2020-09-02,125.4,125.4,1860.47,125.4,160186376328,75511736784,53.3421,0.9704,40.4104,33.5881,28.8654
2020-09-01,119.56,119.56,1780.05,119.56,152726340939.2,71995081738,50.8579,0.9523,40.4104,33.5881,28.8654
2020-08-31,115.71,115.71,1727.04,115.71,147808338157.2,69676738942,49.2202,0.9457,40.4104,33.5881,28.8654
2020-08-28,114.6,114.6,1711.76,114.6,146390420472,69008333616,56.5432,0.9872,40.4104,33.5881,28.8654
2020-08-27,106.88,106.88,1605.46,106.88,136528866841.6,64359604685,52.7342,0.966,40.4104,33.5881,28.8654
2020-08-26,104.76,104.76,1576.27,104.76,133820771803.2,63083010730,51.6882,0.9589,40.4104,33.5881,28.8654
2020-08-25,103.23,103.23,1555.21,103.23,131866344723.6,62161695281,50.9333,0.9523,40.4104,33.5881,28.8654
2020-08-24,104.28,104.28,1569.67,104.28,133207618209.6,62793970589,51.4514,0.9558,40.4104,33.5881,28.8654
2020-08-21,103.41,103.41,1557.69,103.41,132096277321.2,62270085334,51.0221,0.9527,40.4104,33.5881,28.8654
2020-08-20,101.3,101.3,1528.63,101.3,129400956316,60999513048,49.9811,0.9496,40.4104,33.5881,28.8654
2020-08-19,102.97,102.97,1551.63,102.97,131534219860.4,62005131871,50.805,0.951,40.4104,33.5881,28.8654
2020-08-18,104.63,104.63,1574.48,104.63,133654709371.6,63004729025,51.6241,0.9563,40.4104,33.5881,28.8654
2020-08-17,104.54,104.54,1573.25,104.54,133539743072.8,62950533998,51.5797,0.9558,40.4104,33.5881,28.8654
2020-08-14,103.86,103.86,1563.88,103.86,132671108815.2,62541060466,51.2442,0.9523,40.4104,33.5881,28.8654
2020-08-13,103.18,103.18,1554.52,103.18,131802474557.6,62131586933,50.9086,0.951,40.4104,33.5881,28.8654
2020-08-12,103.27,103.27,1555.76,103.27,131917440856.4,62185781959,50.953,0.951,40.4104,33.5881,28.8654
2020-08-11,106.4,106.4,1598.86,106.4,135915713248,64070564544,52.4974,0.9616,40.4104,33.5881,28.8654
2020-08-10,106.98,106.98,1606.84,106.98,136656607173.6,64419821381,52.7835,0.9625,40.4104,33.5881,28.8654
2020-08-07,108.85,108.85,1632.59,108.85,139045351382,65545873596,53.7062,0.97,40.4104,33.5881,28.8654
2020-08-06,111.49,111.49,1668.94,111.49,142417696146.8,67135594370,55.0088,0.9779,40.4104,33.5881,28.8654
2020-08-05,113.4,113.4,1695.24,113.4,144857536488,68285733264,55.9512,0.9801,40.4104,33.5881,28.8654
2020-08-04,114.44,114.44,1709.56,114.44,146186035940.8,68911986902,56.4643,0.9814,40.4104,33.5881,28.8654
2020-08-03,116.15,116.15,1733.1,116.15,148370395618,69941692404,57.308,0.9819,40.4104,33.5881,28.8654
2020-07-31,109.58,109.58,1642.64,109.58,139977855805.6,65985455477,54.0664,0.9731,40.4104,33.5881,28.8654
2020-07-30,109.3,109.3,1638.79,109.3,139620182876,65816848728,53.9282,0.9722,40.4104,33.5881,28.8654
2020-07-29,109.69,109.69,1644.16,109.69,140118370170.8,66051693842,54.1207,0.9731,40.4104,33.5881,28.8654
2020-07-28,108.65,108.65,1629.84,108.65,138789870718,65425440204,53.6075,0.9682,40.4104,33.5881,28.8654
2020-07-27,106.35,106.35,1598.17,106.35,135851843082,64040456196,52.4727,0.9607,40.4104,33.5881,28.8654
2020-07-24,105.75,105.75,1589.91,105.75,135085401090,63679156020,52.1767,0.9576,40.4104,33.5881,28.8654
2020-07-23,110,110,1648.42,110,140514365200,66238365600,54.2736,0.9722,40.4104,33.5881,28.8654
2020-07-22,109.2,109.2,1637.41,109.2,139492442544,65756632032,53.8789,0.9691,40.4104,33.5881,28.8654
2020-07-21,109.88,109.88,1646.77,109.88,140361076801.6,66166105565,54.2144,0.9713,40.4104,33.5881,28.8654
2020-07-20,107.36,107.36,1612.07,107.36,137142020435.2,64648644826,52.971,0.9629,40.4104,33.5881,28.8654
2020-07-17,106,106,1593.35,106,135404751920,63829697760,52.3,0.9594,40.4104,33.5881,28.8654
2020-07-16,104.17,104.17,1568.15,104.17,133067103844.4,62727732223,51.3971,0.9523,40.4104,33.5881,28.8654
2020-07-15,111.06,111.06,1663.02,111.06,141868412719.2,66876662578,54.7966,0.9731,40.4104,33.5881,28.8654
2020-07-14,112.47,112.47,1682.43,112.47,143669551400.4,67725717991,55.4923,0.9775,40.4104,33.5881,28.8654
2020-07-13,109.23,109.23,1637.82,109.23,139530764643.6,65774697041,53.8937,0.9678,40.4104,33.5881,28.8654
2020-07-10,107.31,107.31,1611.39,107.31,137078150269.2,64618536478,52.9464,0.9616,40.4104,33.5881,28.8654
2020-07-09,109.55,109.55,1642.23,109.55,139939533706,65967390468,54.0516,0.9691,40.4104,33.5881,28.8654
2020-07-08,107.9,107.9,1619.51,107.9,137831818228,64973814984,53.2375,0.9625,40.4104,33.5881,28.8654
2020-07-07,108.73,108.73,1630.94,108.73,138892062983.6,65473613561,53.647,0.9655,40.4104,33.5881,28.8654
2020-07-06,105.91,105.91,1592.11,105.91,135289785621.2,63775502734,52.2556,0.958,40.4104,33.5881,28.8654
2020-07-03,103.51,103.51,1559.06,103.51,132224017653.2,62330302030,51.0715,0.9514,40.4104,33.5881,28.8654
2020-07-02,94.1,94.1,1429.5,94.1,120203652412,56663910936,46.4286,0.9139,40.4104,33.5881,28.8654
2020-07-01,93.04,93.04,1414.9,93.04,118849604892.8,56025613958,45.9056,0.9072,40.4104,33.5881,28.8654
2020-06-30,93.81,93.81,1425.5,93.81,119833205449.2,56489282518,46.2855,0.9108,40.4104,33.5881,28.8654
2020-06-29,94.5,94.5,1435,94.5,120714613740,56903292180,46.626,0.9148,40.4104,33.5881,28.8654
2020-06-24,94.1,94.1,1429.5,94.1,120203652412,56662431684,46.4286,0.9122,40.4246,33.5928,28.8654
2020-06-23,93.5,93.5,1421.24,93.5,119437210420,56301140940,46.1326,0.9091,40.4246,33.5928,28.8654
2020-06-22,91.53,91.53,1394.11,91.53,116920725879.6,55114902997,45.1606,0.8989,40.4246,33.5928,28.8654
2020-06-19,92.23,92.23,1403.75,92.23,117814908203.6,55536408865,45.506,0.9016,40.4246,33.5928,28.8654
2020-06-18,89.78,89.78,1370.02,89.78,114685270069.6,54061138327,44.2971,0.8861,40.4246,33.5928,28.8654
2020-06-17,90.15,90.15,1375.11,90.15,115157909298,54283934286,44.4797,0.8879,40.4246,33.5928,28.8654
2020-06-16,89.07,89.07,1360.24,89.07,113778313712.4,53633610947,43.9468,0.8821,40.4178,33.5905,28.8654
2020-06-15,86.4,86.4,1323.48,86.4,110367646848,52025867136,42.6295,0.8538,40.4104,33.5881,28.8654
2020-06-12,86.49,86.49,1324.72,86.49,110482613146.8,52080060748,42.6739,0.8551,40.4104,33.5877,28.8654
2020-06-11,86.4,86.4,1323.48,86.4,110367646848,52025867136,42.6295,0.8542,40.4104,33.5877,28.8654
2020-06-10,87.58,87.58,1339.72,87.58,111874982765.6,52736405599,43.2117,0.8674,40.4104,33.5877,28.8654
2020-06-09,86.93,86.93,1330.77,86.93,111044670607.6,52345007293,42.891,0.8599,40.4104,33.5877,28.8654
2020-06-08,86.91,86.91,1330.5,86.91,111019122541.2,52332964268,42.8811,0.8595,40.4104,33.5877,28.8654
2020-06-05,86.49,86.49,1324.72,86.49,110482613146.8,52080060748,42.6739,0.8546,40.4104,33.5877,28.8654
2020-06-04,87.98,87.99,1345.37,90.99,116230928086.8,54789741328,44.8941,0.89,40.4104,33.5877,28.8654
2020-06-03,87.94,87.95,1344.82,90.95,116179831954,54765655278,44.8744,0.8886,40.4104,33.5877,28.8654
2020-06-02,85.69,85.62,1312.74,88.62,113203482218.4,53362642889,43.7248,0.8754,40.4104,33.5877,28.8654
2020-06-01,86.4,86.36,1322.93,89.36,114148760675.2,53808234806,44.0899,0.8811,40.4104,33.5877,28.8654
2020-05-29,85.26,85.18,1306.68,88.18,112641424757.6,53097696343,43.5077,0.8727,40.4104,33.5877,28.8654
2020-05-28,83.94,83.81,1287.81,86.81,110891382209.2,52272749144,42.8317,0.859,40.4104,33.5873,28.8511
2020-05-27,85.16,85.08,1305.3,88.08,112513684425.6,53037481219,43.4584,0.8714,40.4104,33.5873,28.8511
2020-05-26,85.13,85.05,1304.89,88.05,112475362326,53019416682,43.4436,0.8709,40.4104,33.5873,28.8511
2020-05-25,84.51,84.4,1295.94,87.4,111645050168,52628018376,43.1228,0.8612,40.4104,33.5873,28.8511
2020-05-22,82.21,82.03,1263.31,85.03,108617604299.6,51200919937,41.9535,0.8435,40.4104,33.5873,28.8511
2020-05-21,84.2,84.08,1291.53,87.08,111236281105.6,52435329979,42.965,0.859,40.4104,33.5873,28.8511
2020-05-20,83.63,83.49,1283.41,86.49,110482613146.8,52080060748,42.6739,0.8546,40.4104,33.5873,28.8511
2020-05-19,84.72,84.62,1298.97,87.62,111926078898.4,52760491649,43.2314,0.8647,40.4104,33.5873,28.8511
2020-05-18,84.86,84.77,1301.03,87.77,112117689396.4,52850814335,43.3054,0.8665,40.4104,33.5873,28.8511
2020-05-15,84.99,84.9,1302.82,87.9,112283751828,52929093996,43.3695,0.8669,40.4104,33.5873,28.8511
2020-05-14,86.03,85.98,1317.69,88.98,113663347413.6,53579417335,43.9024,0.8736,40.4104,33.5873,28.8511
2020-05-13,87.02,87,1331.74,90,114966298800,54193611600,44.4057,0.8793,40.4104,33.5873,28.8511
2020-05-12,86.17,86.12,1319.62,89.12,113842183878.4,53663718509,43.9715,0.8749,40.4104,33.5873,28.8511
2020-05-11,86.25,86.2,1320.72,89.2,113944376144,53711890608,44.011,0.8749,40.4104,33.5873,28.8511
2020-05-08,88.46,88.49,1352.25,91.49,116869629746.8,55090816948,45.1408,0.8868,40.4104,33.5873,28.8511
2020-05-07,87.45,87.45,1337.93,90.45,115541130294,54464579658,44.6277,0.8802,40.4104,33.5873,28.8511
2020-05-06,88.28,88.3,1349.64,91.3,116626923116,54976408212,45.0471,0.8842,40.4104,33.5873,28.8511
2020-04-30,87.33,87.32,1336.14,90.32,115375067862.4,54386299997,44.5636,0.8781,40.4104,33.5881,28.8654
2020-04-29,89.87,89.95,1372.36,92.95,118734638594,55969957758,45.8612,0.8913,40.4104,33.5881,28.8654
2020-04-28,85.62,85.55,1311.77,88.55,113114063986,53320492302,49.4164,0.928,40.4104,33.5881,28.8654
2020-04-27,84.74,84.64,1299.24,87.64,111951626964.8,52772534674,48.9085,0.924,40.4104,33.5881,28.8654
2020-04-24,84.5,84.39,1295.8,87.39,111632276134.8,52621996864,48.769,0.9214,40.4104,33.5881,28.8654
2020-04-23,84.7,84.6,1298.69,87.6,111900530832,52748448624,48.8862,0.9231,40.4104,33.5881,28.8654
2020-04-22,83.39,83.25,1280.1,86.25,110176036350,51935544450,48.1328,0.9156,40.4104,33.5881,28.8654
2020-04-21,80.78,80.55,1242.93,83.55,106727047386,50309736102,46.6261,0.898,40.4104,33.5881,28.8654
2020-04-20,82.26,82.08,1263.99,85.08,108681474465.6,51231027499,47.4799,0.9086,40.4104,33.5881,28.8654
2020-04-17,82.36,82.18,1265.37,85.18,108809214797.6,51291242623,47.5357,0.909,40.4104,33.5881,28.8654
2020-04-16,82.2,82.02,1263.17,85.02,108604830266.4,51194898425,47.4464,0.9077,40.4104,33.5881,28.8654
2020-04-15,83.14,82.99,1276.52,85.99,109843911486.8,51778985128,47.9877,0.913,40.4104,33.5881,28.8654
2020-04-14,82.07,81.88,1261.24,84.88,108425993801.6,51110597251,47.3683,0.9059,40.4104,33.5881,28.8654
2020-04-13,81.65,81.45,1255.32,84.45,107876710374,50851672218,47.1283,0.9042,40.4104,33.5881,28.8654
2020-04-10,80.39,80.14,1237.28,83.14,106203312024.8,50062854094,46.3973,0.8962,40.4104,33.5881,28.8654
2020-04-09,81.24,81.02,1249.4,84.02,107327426946.4,50592747185,46.8883,0.8997,40.4104,33.5881,28.8654
2020-04-08,81.19,80.97,1248.71,83.97,107263556780.4,50562639623,46.8604,0.8993,40.4104,33.5881,28.8654
2020-04-07,83.12,82.97,1276.25,85.97,109818363420.4,51766942103,47.9766,0.9103,40.4104,33.5881,28.8654
2020-04-03,81.79,81.59,1257.25,84.59,108055546838.8,50935973392,47.2064,0.9033,40.4104,33.5881,28.8654
2020-04-02,80.72,80.48,1241.96,83.48,106637629153.6,50267585515,46.587,0.8971,40.4104,33.5881,28.8654
2020-04-01,81.32,81.11,1250.64,84.11,107442393245.2,50646940796,46.9386,0.8993,40.4104,33.5881,28.8654
2020-03-31,82.72,82.55,1270.47,85.55,109281854026,51514038582,47.7422,0.9064,40.4104,33.5881,28.8654
2020-03-30,78.89,78.59,1215.94,81.59,104223336878.8,49129519672,45.5323,0.8878,40.4104,33.5881,28.8654
2020-03-27,80.8,80.57,1243.2,83.57,106752595452.4,50321779127,46.6372,0.8966,40.4104,33.5881,28.8654
2020-03-26,78.8,78.5,1214.7,81.5,104108370580,49075326060,36.9703,0.6515,40.4104,33.5881,28.8654
2020-03-25,76.11,75.72,1176.42,78.72,100557189350.4,47401345613,35.7092,0.5835,40.4178,33.5881,28.8654
2020-03-24,75.35,74.93,1165.55,77.93,99548040727.6,46925646133,35.3509,0.5685,40.4246,33.5881,28.8654
2020-03-23,73.77,73.3,1143.1,76.3,97465873316,45944139612,34.6115,0.542,40.4529,33.5881,28.8654
2020-03-20,74.16,73.7,1148.61,76.7,97976834644,46185000108,34.7929,0.5459,40.4581,33.5881,28.8654
2020-03-19,72.61,72.1,1126.58,75.1,95932989332,45221558124,34.0671,0.5225,40.4632,33.5881,28.8654
2020-03-18,73.1,72.6,1133.47,75.6,96571690992,45522633744,34.2939,0.5309,40.4912,33.5881,28.8654
2020-03-17,72.25,71.72,1121.35,74.72,95447576070.4,44992740653,33.8947,0.515,40.5131,33.5881,28.8654
2020-03-16,71.97,71.43,1117.36,74.43,95077129107.6,44818116793,33.7632,0.5084,40.5267,33.5881,28.8654
2020-03-13,72.31,71.79,1122.31,74.79,95536994302.8,45034891240,33.9265,0.5168,40.5292,33.5881,28.8654
2020-03-12,74.61,74.16,1154.94,77.16,98564440171.2,46461989678,35.0016,0.5539,40.5675,33.5881,28.8654
2020-03-11,76.34,75.95,1179.59,78.95,100850992114,48077852279,35.8136,0.5857,40.5816,33.5881,28.8654
2020-03-10,76.78,76.41,1185.92,79.41,101438597641.2,48357976560,36.0222,0.5928,40.582,33.5881,28.8654
2020-03-09,76.54,76.16,1182.48,79.16,101119246811.2,48205735103,35.9088,0.5883,40.5971,33.5881,28.8654
2020-03-06,78.51,78.2,1210.57,81.2,103725149584,49448025396,36.8342,0.629,40.6157,33.5881,28.8654
2020-03-05,79.28,79,1221.59,82,104747072240,49935198060,37.1971,0.6634,40.6191,33.5881,28.8654
2020-03-04,77.75,77.41,1199.69,80.41,102716000961.2,48966942390,36.4759,0.61,40.6447,33.5881,28.8654
2020-03-03,77.19,76.83,1191.71,79.83,101975107035.6,48613742209,36.2128,0.6011,40.6831,33.5881,28.8654
2020-03-02,77.54,77.2,1196.8,80.2,102447746264,48839059566,36.3806,0.6056,40.6867,33.5881,28.8654
2020-02-28,76.08,75.69,1176.01,78.69,100518867250.8,47919521163,35.6956,0.5786,40.6867,33.5881,28.8654
2020-02-27,77.99,77.66,1203.14,80.66,103035351791.2,49119183848,36.5893,0.6138,40.6867,33.5877,28.8654
2020-02-26,78.4,78.09,1209.06,81.09,103584635218.8,49381039155,36.7843,0.624,40.7308,33.5877,28.8654
2020-02-25,80.17,79.92,1234.25,82.92,105922283294.4,50495446624,37.6144,0.6867,40.7354,33.5877,28.8654
2020-02-24,80.31,80.06,1236.18,83.06,106101119759.2,50580701840,37.678,0.6911,40.7461,33.5877,28.8654
2020-02-21,80.44,80.19,1237.97,83.19,106267182190.8,50659867398,37.7369,0.6952,40.7553,33.5881,28.8654
2020-02-20,80.73,80.49,1242.1,83.49,106650403186.8,50842557147,37.873,0.7022,40.7553,33.5877,28.8654
2020-02-19,79.33,79.05,1222.27,82.05,104810942406,49965646352,37.2198,0.6627,40.7553,33.5873,28.8511
2020-02-18,80.04,79.78,1232.33,82.78,105743446829.6,50410191407,37.5509,0.6838,40.7553,33.5834,28.8511
2020-02-17,79.95,79.69,1231.09,82.69,105628480530.8,50355384483,37.5101,0.6819,40.7553,33.5796,28.8511
2020-02-14,79.18,78.89,1220.07,81.89,104606557874.8,49868211819,37.1472,0.6583,40.7553,33.5727,28.8511
2020-02-13,79.6,79.33,1226.13,82.33,105168615335.6,50136156784,37.3468,0.6714,40.7553,33.5657,28.8511
2020-02-12,80.53,80.29,1239.35,83.29,106394922522.8,50720763981,37.7823,0.6962,40.8025,33.5657,28.8511
2020-02-11,80.93,80.7,1244.99,83.7,106918657884,50970439971,37.9683,0.7077,40.8209,33.5657,28.8511
2020-02-10,80.68,80.44,1241.41,83.44,106586533020.8,50812108855,37.8503,0.6993,40.8212,33.5657,28.8511
2020-02-07,81.61,81.4,1254.63,84.4,107812840208,51396716052,38.2858,0.7211,40.8587,33.5727,28.8511
2020-02-06,83.06,82.9,1275.29,85.9,109728945188,52310164797,38.9662,0.7396,40.8587,33.5657,28.8511
2020-02-05,82.77,82.6,1271.15,85.6,109345724192,52127475048,38.8302,0.7356,40.8624,33.5657,28.8511
2020-02-04,79.6,79.33,1226.13,82.33,105168615335.6,50136156784,37.3468,0.6714,40.8775,33.5657,28.8511
2020-02-03,76.35,75.96,1179.73,78.96,100863766147.2,48083941937,35.8181,0.5868,40.8811,33.5657,28.8511
2020-01-23,83.73,83.6,1284.92,86.6,110623127512,52736440878,39.2838,0.7456,40.9078,33.5881,28.8654
2020-01-22,85.25,85.17,1306.54,88.17,112628650724.4,53692517231,39.996,0.7699,40.9147,33.5881,28.8654
2020-01-21,87.19,87.18,1334.22,90.18,115196231397.6,54916538549,40.9078,0.799,40.9168,33.5881,28.8654
2020-01-20,85.24,85.16,1306.4,88.16,112615876691.2,53686427573,39.9914,0.7694,40.9346,33.5881,28.8654
2020-01-17,84.27,84.16,1292.63,87.16,111338473371.2,53077461743,39.5378,0.7523,40.9978,33.5905,28.8654
2020-01-16,85.18,85.1,1305.58,88.1,112539232492,53649889623,39.9642,0.7672,40.9978,33.5881,28.8654
2020-01-15,85.31,85.23,1307.37,88.23,112705294923.6,53729055181,40.0232,0.769,41.0008,33.5881,28.8654
2020-01-14,85.51,85.44,1310.26,88.44,112973549620.8,53856938005,40.1184,0.7712,41.0379,33.5881,28.8654
2020-01-13,85.94,85.88,1316.32,88.88,113535607081.6,54124882970,40.318,0.7774,41.0428,33.5881,28.8654
2020-01-10,85.83,85.77,1314.8,88.77,113395092716.4,54057896729,40.2681,0.7748,41.0544,33.5905,28.8654
2020-01-09,86.25,86.2,1320.72,89.2,113944376144,54319752036,40.4632,0.7809,41.0544,33.5881,28.8654
2020-01-08,84.63,84.53,1297.73,87.53,111811112599.6,53302779100,39.7057,0.7584,41.0615,33.5881,28.8654
2020-01-07,85.63,85.56,1311.91,88.56,113126838019.2,53930013905,40.1729,0.773,41.0665,33.5881,28.8654
2020-01-06,85.14,85.06,1305.03,88.06,112488136359.2,53625530990,39.9461,0.7659,41.0686,33.5881,28.8654
2020-01-03,86.15,86.1,1319.35,89.1,113816635812,54258855453,40.4178,0.7775,41.1181,33.5905,28.8654
2020-01-02,86.35,86.31,1322.24,89.31,114084890509.2,54386738277,40.5131,0.7796,41.1181,33.5881,28.8654
2019-12-31,86.47,86.43,1323.89,89.43,114238178907.6,54459814177,40.5675,0.7805,41.1394,33.5881,28.8654
2019-12-30,85.18,85.1,1305.58,88.1,112539232492,53649889623,39.9642,0.7663,41.1394,33.5881,28.8654
2019-12-27,84.76,84.66,1299.52,87.66,111977175031.2,53381944658,39.7646,0.7594,41.1889,33.5905,28.8654
