时间,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点,PE-TTM(扣非) 50%分位点,PE-TTM(扣非) 20%分位点
2016-03-02,52.27,49.48,815.13,57.38,59755515933.6,59755097633,24.2909,0.0088,51.6332,38.3704,31.1666
2016-03-01,50.29,47.3,785.11,55.2,57485264544,57484862136,23.368,0.0008,51.6332,38.3704,31.1742
2016-02-29,50.11,47.1,782.36,55,57276984600,57276583650,23.2833,0.0004,51.6332,38.3704,31.1752
2016-02-26,51.93,49.1,809.89,57,59359784040,59359368510,24.13,0.0059,51.6332,38.3704,31.1795
2016-02-25,51.93,49.1,809.89,57,59359784040,59359368510,24.13,0.0059,51.6332,38.3774,31.1797
2016-02-24,54.82,52.27,853.54,60.17,62661021152.4,62660582513,25.472,0.0147,51.6332,38.3774,31.1797
2016-02-23,54.77,52.22,852.85,60.12,62608951166.4,62608512892,25.4508,0.0143,51.6332,38.3774,31.1797
2016-02-22,55.67,53.21,866.48,61.11,63639936889.2,63639491397,25.8699,0.0219,51.6332,38.3774,31.1797
2016-02-19,54.93,52.4,855.33,60.3,62796403116,62795963529,25.527,0.0151,51.6332,38.3704,31.1797
2016-02-18,55.43,52.94,862.77,60.84,63358758964.8,63358315441,25.7556,0.0185,51.6332,38.3774,31.1841
2016-02-17,56.02,53.59,871.72,61.49,64035668782.8,64035220521,26.0308,0.0244,51.6332,38.3774,31.1841
2016-02-16,55.89,53.45,869.79,61.35,63889872822,63889425581,25.9715,0.0219,51.6332,38.3774,31.1841
2016-02-15,54.64,52.08,850.92,59.98,62463155205.6,62462717951,25.3915,0.0135,51.6332,38.3774,31.1965
2016-02-05,55.21,52.7,859.46,60.6,63108823032,63108381258,25.654,0.0155,51.6249,38.3434,31.1795
2016-02-04,55.48,53,863.59,60.9,63421242948,63420798987,25.781,0.018,51.6249,38.3466,31.1797
2016-02-03,55.24,52.74,860.01,60.64,63150479020.8,63150036955,25.6709,0.0159,51.6249,38.3472,31.1841
2016-02-02,55.47,52.99,863.45,60.89,63410828950.8,63410385063,25.7768,0.0172,51.6332,38.3479,31.1841
2016-02-01,54.05,51.43,841.97,59.33,61786245387.6,61785812872,25.1164,0.0122,51.6332,38.3592,31.1965
2016-01-29,54.65,52.09,851.06,59.99,62473569202.8,62473131876,25.3958,0.013,51.6332,38.3704,31.1965
2016-01-28,52.8,50.06,823.11,57.96,60359527771.2,60359105243,24.5364,0.008,51.6332,38.3774,31.2444
2016-01-27,52.8,50.06,823.11,57.96,60359527771.2,60359105243,24.5364,0.008,51.6332,38.3843,31.2495
2016-01-26,52.87,50.13,824.08,58.03,60432425751.6,60432002713,24.566,0.0084,51.6545,38.3858,31.2495
2016-01-25,55.34,52.84,861.39,60.74,63254618992.8,63254176198,25.7133,0.0147,51.6545,38.3858,31.2495
2016-01-22,54.02,51.4,841.56,59.3,61755003396,61754571099,25.1037,0.0101,51.6332,38.3843,31.2495
2016-01-21,54.02,51.4,841.56,59.3,61755003396,61754571099,25.1037,0.0101,51.6545,38.3858,31.2495
2016-01-20,55.21,52.7,859.46,60.6,63108823032,63108381258,25.654,0.0126,51.6545,38.3858,31.2495
2016-01-19,56.76,54.4,882.87,62.3,64879202556,64878748389,26.3737,0.0261,51.6545,38.3858,31.2495
2016-01-18,55.68,53.22,866.62,61.12,63650350886.4,63649905322,25.8741,0.0151,51.6545,38.3858,31.2495
2016-01-15,54.84,52.3,853.95,60.2,62692263144,62691824286,25.4847,0.0109,51.6332,38.3843,31.2495
2016-01-14,56.67,54.31,881.63,62.21,64785476581.2,64785023070,26.3356,0.0236,51.6545,38.3858,31.2495
2016-01-13,55.9,53.46,869.93,61.36,63900286819.2,63899839505,25.9757,0.0151,51.6545,38.3858,31.2495
2016-01-12,57.9,55.66,900.22,63.56,66191366203.2,66190902851,26.9071,0.0383,51.6545,38.3858,31.2495
2016-01-11,57.76,55.5,898.01,63.4,66024742248,66024280062,26.8393,0.037,51.6545,38.3858,31.2495
2016-01-08,59.66,57.59,926.79,65.49,68201267662.8,68200790241,27.7241,0.0547,51.6332,38.3843,31.2495
2016-01-07,58.83,56.68,914.26,64.58,67253593917.6,67253123129,27.3389,0.0467,51.6545,38.3858,31.2495
2016-01-06,63.13,61.4,979.25,69.3,72169000596,72168495399,29.337,0.1182,51.6545,38.3858,31.2495
2016-01-05,63.04,61.3,977.87,69.2,72064860624,72064356156,29.2947,0.1174,51.6545,38.3858,31.2495
2016-01-04,61.94,60.09,961.21,67.99,70804766962.8,70804271316,28.7824,0.0926,51.6545,38.3858,31.2495
2015-12-31,66.16,64.72,1024.96,72.62,75626447666.4,75625918267,30.7425,0.1776,51.6545,38.3873,31.2532
2015-12-30,67.78,66.5,1049.47,74.4,77480139168,77476794888,31.496,0.2121,51.6545,38.3873,31.2532
2015-12-29,67.73,66.45,1048.78,74.35,77428069182,77424727150,31.4748,0.2104,51.6545,38.3873,31.2495
2015-12-28,67.73,66.45,1048.78,74.35,77428069182,77424727150,31.4748,0.2109,51.6545,38.3873,31.2444
2015-12-25,69.32,68.19,1072.74,76.09,79240104694.8,79236684449,32.2114,0.2503,51.6545,38.3858,31.1965
2015-12-24,69.18,68.04,1070.68,75.94,79083894736.8,79080481234,32.1479,0.2462,51.6545,38.3873,31.1965
2015-12-23,70.33,69.3,1088.03,77.2,80396058384,80392588244,32.6813,0.2668,51.6545,38.3873,31.1841
2015-12-22,71.61,70.7,1107.3,78.6,81854017992,81850484922,33.274,0.295,51.6545,38.3873,31.1797
2015-12-21,72.28,71.44,1117.49,79.34,82624653784.8,82621087452,33.5873,0.3136,51.6545,38.3873,31.1795
2015-12-18,67.48,66.17,1044.93,74.07,77136477260.4,77133147814,31.3563,0.2074,51.6545,38.3858,31.1742
2015-12-17,66.43,65.02,1029.09,72.92,75938867582.4,75935589828,30.8695,0.1877,51.6545,38.3873,31.1742
2015-12-16,65.39,63.88,1013.4,71.78,74751671901.6,74748445391,30.3869,0.1671,51.6545,38.3873,31.1742
2015-12-15,66.66,65.27,1032.54,73.17,76199217512.4,76195928521,30.9753,0.1923,51.6545,38.3873,31.1742
2015-12-14,66.94,65.58,1036.81,73.48,76522051425.6,76518748500,31.1065,0.197,51.6545,38.3873,31.1742
2015-12-11,65.14,63.6,1009.54,71.5,74460079980,74456866055,30.2683,0.1594,51.6545,38.3858,31.1666
2015-12-10,66.35,64.93,1027.86,72.83,75845141607.6,75841867899,30.8314,0.1873,51.6545,38.3873,31.1742
2015-12-09,65.96,64.5,1021.93,72.4,75397339728,75394085348,30.6493,0.1814,51.6545,38.3873,31.1742
2015-12-08,66.01,64.56,1022.76,72.46,75459823711.2,75456566634,30.6747,0.1822,51.6545,38.3873,31.1742
2015-12-07,65.59,64.1,1016.43,72,74980779840,74977543440,30.48,0.1742,51.6545,38.3873,31.1742
2015-12-04,64.22,62.59,995.64,70.49,73408266262.8,73405097737,29.8408,0.1472,51.6545,38.3858,31.1666
2015-12-03,64.03,62.38,992.74,70.28,73189572321.6,73186413236,29.7519,0.1431,51.6545,38.3873,31.1742
2015-12-02,64.94,63.38,1006.51,71.28,74230972041.6,74227768006,30.1752,0.1574,51.6545,38.3873,31.1742
2015-12-01,62.2,60.38,965.21,68.28,71106772881.6,71103703696,28.9052,0.1077,51.6545,38.3873,31.1742
2015-11-30,61.66,59.78,956.95,67.68,70481933049.6,70478890834,28.6512,0.0964,51.6545,38.3873,31.1742
2015-11-27,62.86,61.1,975.12,69,71856580680,71853479130,29.21,0.1242,51.6545,38.3873,31.1742
2015-11-26,64.18,62.55,995.09,70.45,73366610274,73363443547,29.8238,0.1465,51.6545,38.3933,31.1752
2015-11-25,64.1,62.46,993.85,70.36,73272884299.2,73269721617,29.7857,0.1448,51.6545,38.3933,31.1752
2015-11-24,63.86,62.2,990.27,70.1,73002120372,72998969377,29.6757,0.1406,51.6545,38.3933,31.1752
2015-11-23,64.73,63.15,1003.35,71.05,73991450106,73988256409,30.0778,0.1549,51.6545,38.3933,31.1752
2015-11-20,64.77,63.2,1004.04,71.1,74043520092,74040324147,30.099,0.1557,51.6545,38.3873,31.1742
2015-11-19,65.59,64.1,1016.43,72,74980779840,74977543440,30.48,0.1743,51.6545,38.3933,31.1752
2015-11-18,65.87,64.4,1020.56,72.3,75293199756,75289949871,30.607,0.1794,51.6545,38.3933,31.1752
2015-11-17,65.45,63.94,1014.22,71.84,74814155884.8,74810926677,30.4123,0.1709,51.6545,38.3933,31.1752
2015-11-16,63.84,62.17,989.85,70.07,72970878380.4,72967728734,29.663,0.1423,51.6545,38.3933,31.1752
2015-11-13,63.95,62.3,991.64,70.2,73106260344,73103104854,29.718,0.1456,51.6545,38.3873,31.1742
2015-11-12,64.58,62.99,1001.14,70.89,73824826150.8,73821639645,30.0101,0.1549,51.6545,38.3933,31.1752
2015-11-11,64.04,62.39,992.88,70.29,73199986318.8,73196826783,29.7561,0.1469,51.6545,38.3933,31.1752
2015-11-10,64.1,62.46,993.85,70.36,73272884299.2,73269721617,29.7857,0.1478,51.6545,38.3933,31.1752
2015-11-09,64.19,62.56,995.22,70.46,73377024271.2,73373857094,29.8281,0.1495,51.6545,38.3933,31.1752
2015-11-06,63.33,61.62,982.28,69.52,72398108534.4,72394983610,29.4301,0.1364,51.6545,38.3873,31.1742
2015-11-05,63.09,61.35,978.56,69.25,72116930610,72113817823,29.3158,0.1331,51.6545,38.3933,31.1752
2015-11-04,62.3,60.49,966.72,68.39,71221326850.8,71218252720,28.9518,0.1187,51.6545,38.3933,31.1752
2015-11-03,60.18,58.16,934.64,66.06,68794865503.2,68791896106,27.9654,0.0808,51.6545,38.3933,31.1752
2015-11-02,61.01,59.07,947.17,66.97,69742539248.4,69739528947,28.3506,0.0943,51.6545,38.3933,31.1752
2015-10-30,61.36,59.45,952.4,67.35,70138271142,70135243760,29.103,0.1275,51.6545,38.3873,31.1742
2015-10-29,62.06,60.22,963,68.12,70940148926.4,70937086932,29.4357,0.1364,51.6545,38.3933,31.1752
2015-10-28,61.3,59.39,951.58,67.29,70075787158.8,70072762473,29.0771,0.1259,51.6545,38.3933,31.1752
2015-10-27,61.97,60.12,961.63,68.02,70836008954.4,70832951455,29.3925,0.1352,51.6545,38.3933,31.1752
2015-10-26,62.59,60.8,970.99,68.7,71544160764,71541072699,29.6864,0.1453,51.6545,38.3933,31.1752
2015-10-23,62.8,61.03,974.16,68.93,71783682699.6,71780584296,29.7858,0.149,51.6545,38.3873,31.1742
2015-10-22,61.38,59.48,952.81,67.38,70169513133.6,70166484403,29.116,0.1301,51.6545,38.3933,31.1752
2015-10-21,60.86,58.9,944.83,66.8,69565501296,69562498636,28.8654,0.1162,51.6545,38.3933,31.1752
2015-10-20,61.76,59.89,958.46,67.79,70596487018.8,70593439858,29.2931,0.1343,51.6545,38.3933,31.1752
2015-10-19,61.13,59.2,948.96,67.1,69877921212,69874905067,28.995,0.1242,51.6545,38.3933,31.1752
2015-10-16,62.32,60.51,967,68.41,71242154845.2,71239079816,29.5611,0.1402,51.6545,38.3873,31.1742
2015-10-15,62.4,60.6,968.24,68.5,71335880820,71332801745,29.6,0.1419,51.6545,38.3933,31.1752
2015-10-14,61.68,59.8,957.22,67.7,70502761044,70499717929,29.2543,0.1343,51.6545,38.3933,31.1752
2015-10-13,62.31,60.5,966.86,68.4,71231740848,71228666268,29.5567,0.1402,51.6545,38.3933,31.1752
2015-10-12,62.39,60.58,967.96,68.48,71315052825.6,71311974650,29.5913,0.1415,51.6545,38.3933,31.1752
2015-10-09,60.06,58.03,932.85,65.93,68659483539.6,68656519986,28.4894,0.1048,51.6545,38.3873,31.1742
2015-10-08,60.15,58.12,934.09,66.02,68753209514.4,68750241915,28.5283,0.1061,51.6545,38.3933,31.1752
2015-09-30,58.31,56.1,906.28,64,66649582080,66646705280,27.6554,0.0733,51.6545,38.3933,31.1752
2015-09-29,57.8,55.55,898.7,63.45,66076812234,66073960157,27.4178,0.0661,51.6545,38.3933,31.1752
2015-09-28,59.4,57.3,922.8,65.2,67899261744,67896331004,28.174,0.0943,51.6545,38.3933,31.1752
2015-09-25,59.67,57.6,926.93,65.5,68211681660,68208737435,28.3036,0.0993,51.6545,38.3873,31.1742
2015-09-24,60.72,58.75,942.76,66.65,69409291338,69406295421,28.8005,0.1162,51.6545,38.3933,31.1752
2015-09-23,61.31,59.4,951.71,67.3,70086201156,70083176021,29.0814,0.1297,51.6545,38.3933,31.1752
2015-09-22,61.96,60.11,961.49,68.01,70825594957.2,70822537908,29.3882,0.1377,51.6545,38.3933,31.1752
2015-09-21,61.03,59.09,947.44,66.99,69763367242.8,69760356042,28.9475,0.1246,51.6545,38.3933,31.1752
2015-09-18,60.22,58.2,935.19,66.1,68836521492,68833550297,28.5629,0.1086,51.6545,38.3873,31.1742
2015-09-17,61.04,59.1,947.58,67,69773781240,69770769590,28.9518,0.1251,51.6545,38.3933,31.1752
2015-09-16,62.86,61.1,975.12,69,71856580680,71853479130,29.816,0.1495,51.6545,38.3933,31.1752
2015-09-15,59.52,57.43,924.59,65.33,68034643707.6,68031707124,28.2301,0.0981,51.6545,38.3933,31.1752
2015-09-14,62.12,60.29,963.97,68.19,71013046906.8,71009981766,29.466,0.1402,51.6545,38.3933,31.1752
2015-09-11,62.3,60.49,966.72,68.39,71221326850.8,71218252720,29.5524,0.1414,51.6545,38.3873,31.1742
2015-09-10,62.94,61.19,976.36,69.09,71950306654.8,71947201059,29.8549,0.1507,51.6545,38.3933,31.1752
2015-09-09,64.39,62.78,998.25,70.68,73606132209.6,73602955144,30.542,0.1768,51.6545,38.3933,31.1752
2015-09-08,62.4,60.6,968.24,68.5,71335880820,71332801745,29.6,0.1436,51.6545,38.3933,31.1752
2015-09-07,60.95,59,946.21,66.9,69669641268,69666634113,28.9086,0.1246,51.6545,38.3933,31.1752
2015-09-02,65.03,63.48,1007.89,71.38,74335112013.6,74331903483,30.8444,0.1881,51.6545,38.3858,31.1666
2015-09-01,65.18,63.65,1010.23,71.55,74512149966,74508933794,30.9179,0.1906,51.6545,38.3858,31.1666
2015-08-31,63.2,61.47,980.22,69.37,72241898576.4,72238780395,29.9759,0.1557,51.6545,38.3858,31.1666
2015-08-28,61.27,59.35,951.02,67.25,70034131170,70031108283,29.0598,0.1346,51.6332,38.3843,31.1666
2015-08-27,59.13,57,918.67,64.9,67586841828,67583924573,28.0443,0.0951,51.6545,38.3858,31.1666
2015-08-26,56.57,54.19,879.98,62.09,64660508614.8,64657717669,26.8301,0.0551,51.6545,38.3858,31.1666
2015-08-25,54.08,51.46,842.39,59.36,61817487379.2,61814819147,25.6504,0.0231,51.6545,38.3858,31.1666
2015-08-24,56.89,54.55,884.93,62.45,65035412514,65032605387,26.9856,0.0606,51.6545,38.3858,31.1666
2015-08-21,63.22,61.49,980.49,69.39,72262726570.8,72259607490,29.9845,0.1573,51.6332,38.3843,31.1666
2015-08-20,64.94,63.38,1006.51,71.28,74230972041.6,74227768006,30.8012,0.1876,51.6545,38.3858,31.1666
2015-08-19,66.26,64.83,1026.48,72.73,75741001635.6,75737732422,32.4651,0.2629,51.6545,38.3858,31.1666
2015-08-18,64.82,63.25,1004.72,71.15,74095590078,74092391886,31.7598,0.2293,51.6545,38.3858,31.1661
2015-08-17,68.18,66.94,1055.53,74.84,77938355044.8,77934990987,33.4069,0.3033,51.6545,38.3858,31.157
2015-08-14,68.14,66.89,1054.84,74.79,77886285058.8,77882923248,33.3846,0.3032,51.6332,38.3843,31.1487
2015-08-13,68.71,67.52,1063.52,75.42,78542366882.4,78538976753,33.6658,0.3176,51.6545,38.3858,31.1391
2015-08-12,68.6,67.4,1061.86,75.3,78417398916,78414014181,33.6123,0.3151,51.6545,38.3858,31.1248
2015-08-11,70.14,69.09,1085.13,76.99,80177364442.8,80173903742,34.3666,0.3424,51.6545,38.3858,31.1044
2015-08-10,69.77,68.69,1079.63,76.59,79760804554.8,79757361834,34.1881,0.3374,51.6545,38.3858,31.099
2015-08-07,68.34,67.12,1058.01,75.02,78125806994.4,78122434845,33.4873,0.3124,51.6332,38.3843,31.0914
2015-08-06,67.7,66.41,1048.23,74.31,77386413193.2,77383072959,33.1703,0.2949,51.6545,38.3858,31.063
2015-08-05,68.42,67.2,1059.11,75.1,78209118972,78205743227,33.523,0.3143,51.6545,38.3858,31.0322
2015-08-04,69.19,68.05,1070.81,75.95,79094308734,79090894782,33.9024,0.3252,51.6545,38.3858,31.0235
2015-08-03,68.49,67.28,1060.21,75.18,78292430949.6,78289051609,33.5587,0.3155,51.6545,38.3858,31.0235
2015-07-31,67.02,65.67,1038.04,73.57,76615777400.4,76612470429,32.84,0.2813,51.6332,38.3843,31.0143
2015-07-30,65.77,64.29,1019.04,72.19,75178645786.8,75175400846,32.224,0.2579,51.6545,38.3858,30.9956
2015-07-29,67.23,65.9,1041.21,73.8,76855299336,76851982026,32.9427,0.2873,51.6545,38.3858,30.995
2015-07-28,66.5,65.1,1030.2,73,76022179560,76018898210,32.5856,0.2714,51.6545,38.3858,30.9747
2015-07-27,64.32,62.7,997.15,70.6,73522820232,73519646762,31.5143,0.223,51.6545,38.3858,30.9742
2015-07-24,70.29,69.25,1087.34,77.15,80343988398,80340520506,34.4381,0.3457,51.6332,38.3843,30.9555
2015-07-23,67.96,66.7,1052.23,74.6,77688419112,77685065842,33.2998,0.3021,51.6545,38.3858,30.9525
2015-07-22,66.64,65.25,1032.26,73.15,76178389518,76175101426,32.6525,0.2739,51.6545,38.3858,30.9477
2015-07-21,67.87,66.6,1050.85,75,78104979000,78101607750,33.4783,0.3134,51.6545,38.3858,30.943
2015-07-20,67.23,65.9,1041.21,74.3,77375999196,77372659411,33.1659,0.2974,51.6545,38.3858,30.9161
2015-07-17,67.34,66.02,1042.86,74.42,77500967162.4,77497621983,33.2194,0.299,51.6332,38.3843,30.8772
2015-07-16,65.12,63.56,1008.99,71.96,74939123851.2,74935889249,32.1214,0.2554,51.6545,38.3858,30.873
2015-07-15,63.89,62.2,990.27,70.6,73522820232,73519646762,31.5143,0.2263,51.6545,38.3858,30.8546
2015-07-14,67.42,66.1,1043.97,74.5,77584279140,77580930365,33.2552,0.3008,51.6545,38.3858,30.8486
2015-07-13,69.67,68.59,1078.25,76.99,80177364442.8,80173903742,34.3666,0.3433,51.6545,38.3858,30.8297
2015-07-10,69.48,68.38,1075.36,76.78,79958670501.6,79955219241,34.2729,0.3402,51.6332,38.3843,30.8138
2015-07-09,63.9,62.22,990.54,70.62,73543648226.4,73540473857,31.5232,0.2284,51.6545,38.3858,30.7946
2015-07-08,58.09,55.8,902.15,64.2,66857862024,66854976234,28.6575,0.1279,51.6545,38.3858,30.7879
2015-07-07,64.54,62.92,1000.18,71.32,74272628030.4,74269422196,31.8357,0.244,51.6545,38.3858,30.7879
2015-07-06,68.77,67.6,1064.62,76,79146378720,79142962520,33.9247,0.3277,51.6545,38.3858,30.77
2015-07-03,67.87,66.6,1050.85,75,78104979000,78101607750,33.4783,0.3154,51.6332,38.3843,30.7668
2015-07-02,68.32,67.1,1057.73,75.5,78625678860,78622285135,33.7015,0.321,51.6545,38.3858,30.7629
2015-07-01,73.29,72.59,1133.33,80.99,84342963322.8,84339322822,36.1521,0.4026,51.6545,38.3858,30.7601
2015-06-30,78.07,77.87,1206.03,86.27,89841553844.4,89837676008,38.509,0.5053,51.6545,38.3858,30.7546
2015-06-29,72.15,71.33,1115.98,79.73,83030799675.6,83028056166,35.5897,0.3862,51.6545,38.3774,30.7323
2015-06-26,72.67,71.91,1123.96,80.31,83634811513.2,83632048046,35.8486,0.3961,51.6332,38.3704,30.6881
2015-06-25,78.17,77.99,1207.68,86.39,89966521810.8,89963549131,38.5626,0.5069,51.6545,38.3774,30.6646
2015-06-24,80.26,80.3,1239.48,88.7,92372155164,92369102997,39.5937,0.5309,51.6545,38.3592,30.6437
2015-06-23,79.89,79.89,1233.84,88.29,91945181278.8,91942143220,39.4107,0.5288,51.6545,38.3472,30.6367
2015-06-19,72.66,71.9,1123.83,80.3,83624397516,83621634393,35.8441,0.3974,51.6332,38.3402,30.6309
2015-06-18,74.29,73.7,1148.61,82.1,85498917012,85496091951,36.6476,0.4228,51.6545,38.3434,30.6248
2015-06-17,75.81,75.38,1171.74,83.78,87248468541.6,87245585672,37.3975,0.459,51.6545,38.3434,30.6128
2015-06-16,76.17,75.77,1177.11,84.17,87654614432.4,87651718143,37.5716,0.467,51.6545,38.3434,30.6055
2015-06-15,75.66,75.21,1169.4,83.61,87071430589.2,87068553569,37.3217,0.456,51.6545,38.3434,30.5916
2015-06-12,68.78,67.61,1064.76,76.01,79156792717.2,79154177213,33.9292,0.3335,51.6332,38.3402,30.5916
2015-06-11,67.91,66.65,1051.54,75.05,78157048986,78154466516,33.5007,0.3223,51.6545,38.3434,30.5745
2015-06-10,66.99,65.63,1037.49,74.03,77094821271.6,77092273899,33.0454,0.3025,51.6545,38.3434,30.5745
2015-06-09,66.8,65.42,1034.6,73.82,76876127330.4,76873587184,32.9516,0.2991,51.6545,38.3434,30.5745
2015-06-08,68.47,67.27,1060.07,75.67,78802716812.4,78800113008,33.7774,0.3286,51.6545,38.3434,30.5745
2015-06-05,67.77,66.49,1049.34,74.89,77990425030.8,77987848066,33.4292,0.3179,51.6332,38.3402,30.5648
2015-06-04,68.54,67.34,1061.04,75.74,78875614792.8,78873008579,33.8087,0.329,51.6545,38.3434,30.5557
2015-06-03,69.51,68.42,1075.91,76.82,80000326490.4,79997683114,34.2908,0.3454,51.6545,38.3434,30.5522
2015-06-02,69.75,68.68,1079.49,77.08,80271090417.6,80268438095,34.4068,0.35,51.6545,38.3434,30.5412
2015-06-01,70.59,69.61,1092.29,78.01,81239592157.2,81236907833,34.8219,0.3656,51.6545,38.3434,30.4884
2015-05-29,67.85,66.58,1050.57,74.98,78084151005.6,78081570944,33.4694,0.323,51.6332,38.3402,30.4876
2015-05-28,64.56,62.95,1000.59,71.35,74303870022,74301414869,31.8491,0.2562,51.6545,38.3434,30.4831
2015-05-27,66.78,65.4,1034.33,73.8,76855299336,76852759878,32.9427,0.3021,51.6545,38.3434,30.4749
2015-05-26,66.8,65.42,1034.6,73.82,76876127330.4,76873587184,32.9516,0.3025,51.6545,38.3434,30.4707
2015-05-25,66.2,64.76,1025.51,73.16,76188803515.2,76186286080,32.657,0.2886,51.6545,38.3434,30.4698
2015-05-22,64.66,63.06,1002.11,71.46,74418423991.2,74415965053,31.8982,0.2595,51.6332,38.3402,30.4693
2015-05-21,64.53,62.91,1000.04,71.31,74262214033.2,74259760256,31.8312,0.2562,51.6545,38.3434,30.4513
2015-05-20,62.91,61.12,975.4,69.52,72398108534.4,72395716351,31.0322,0.2204,51.6545,38.3434,30.4358
2015-05-19,62.79,60.99,973.61,69.39,72262726570.8,72260338861,30.9742,0.2179,51.6545,38.3434,30.431
2015-05-18,61.37,59.42,951.99,67.82,70627729010.4,70625395324,30.2734,0.1902,51.6545,38.3434,30.4162
2015-05-15,61.91,60.02,960.25,68.42,71252568842.4,71250214510,30.5412,0.204,51.6332,38.3402,30.4358
2015-05-14,61.66,59.74,956.39,68.14,70960976920.8,70958632223,30.4162,0.199,51.6545,38.3434,30.431
2015-05-13,62.67,60.86,971.82,69.26,72127344607.2,72124961371,30.9161,0.2158,51.6545,38.3434,30.431
2015-05-12,63.21,61.45,979.94,69.85,72741770442,72739366904,31.1795,0.2259,51.6545,38.3434,30.4162
2015-05-11,63.18,61.42,979.53,69.82,72710528450.4,72708125944,31.1661,0.2247,51.6545,38.3434,30.4033
2015-05-08,61.66,59.74,956.39,68.14,70960976920.8,70958632223,30.4162,0.2002,51.6332,38.3402,30.4162
2015-05-07,60.51,58.47,938.91,66.87,69638399276.4,69636098280,29.8493,0.1796,51.6545,38.3434,30.4033
2015-05-06,61.8,59.89,958.46,68.29,71117186878.8,71114837020,30.4831,0.2029,51.6545,38.3466,30.431
2015-05-05,61.5,59.56,953.92,67.96,70773524971.2,70771186468,30.3358,0.1971,51.6545,38.3472,30.431
2015-05-04,61.8,59.9,958.6,68.3,71127600876,71125250673,30.4876,0.2026,51.6545,38.3479,30.4358
2015-04-30,62.87,61.08,974.85,69.48,72356452545.6,72354061739,31.0143,0.2183,51.6545,38.3592,30.4358
2015-04-29,63.8,62.1,988.89,70.5,73418680260,73416254355,32.3858,0.2823,51.6545,38.3592,30.4358
2015-04-28,63.33,61.59,981.87,69.99,72887566402.8,72885158047,32.1516,0.2693,51.6545,38.3592,30.4358
2015-04-27,65.7,64.2,1017.8,72.6,75605619672,75603121506,32.3239,0.2781,51.6545,38.3592,30.4358
2015-04-24,65.23,63.68,1010.64,72.08,75064091817.6,75061611545,32.0924,0.2662,51.6545,38.3479,30.4358
2015-04-23,66.63,65.23,1031.99,73.63,76678261383.6,76675727775,32.7825,0.2937,51.6545,38.3592,30.4358
2015-04-22,67.78,66.5,1049.47,74.9,78000839028,77998261719,33.3479,0.3144,51.6545,38.3592,30.4358
2015-04-21,65.61,64.11,1016.57,72.51,75511893697.2,75509398628,32.2838,0.2781,51.6545,38.3592,30.4358
2015-04-20,63.38,61.64,982.56,70.04,72939636388.8,72937226312,31.1841,0.2246,51.6545,38.3592,30.431
2015-04-17,64.79,63.2,1004.04,71.6,74564219952,74561756196,31.8787,0.2586,51.6545,38.3479,30.4033
2015-04-16,65.15,63.6,1009.54,72,74980779840,74978302320,32.0568,0.2655,51.6545,38.3592,30.4033
2015-04-15,62.71,60.9,972.37,69.3,72169000596,72166615983,30.8546,0.2145,51.6545,38.3592,30.4033
2015-04-14,65.7,64.2,1017.8,72.6,75605619672,75603121506,32.3239,0.2781,51.6545,38.3592,30.4033
2015-04-13,63.36,61.62,982.28,70.02,72918808394.4,72916399006,31.1752,0.2238,51.6545,38.3592,30.4033
2015-04-10,62.57,60.75,970.3,69.15,72012790638,72010411187,30.7879,0.2119,51.6545,38.3479,30.4033
2015-04-09,61.44,59.5,953.09,67.9,70711040988,70708704549,30.2313,0.1905,51.6545,38.3592,30.4033
2015-04-08,62.54,60.71,969.75,69.11,71971134649.2,71968756574,30.77,0.2111,51.6545,38.3592,30.431
2015-04-07,63.37,61.63,982.42,70.03,72929222391.6,72926812659,31.1797,0.2226,51.6721,38.3704,30.4033
2015-04-03,61.58,59.65,955.16,68.05,70867250946,70864909346,30.2981,0.1946,51.6545,38.3479,30.431
2015-04-02,61.65,59.73,956.26,68.13,70950562923.6,70948218570,30.3337,0.1968,51.6545,38.3592,30.4358
2015-04-01,61.53,59.6,954.47,68,70815180960,70812841080,30.2758,0.1917,51.6545,38.3592,30.4513
2015-03-31,60.31,58.25,935.88,66.65,69409291338,69406997912,29.6748,0.1757,51.6545,38.3592,30.4513
2015-03-30,60.88,58.88,944.55,67.28,70065373161.6,70063058057,29.9553,0.1829,51.6545,38.3592,30.4513
2015-03-27,60.18,58.1,933.81,66.5,69253081380,69250793115,29.608,0.1727,51.6545,38.3479,30.443
2015-03-26,60.05,57.96,931.89,66.36,69107285419.2,69105001972,29.5457,0.1707,51.6545,38.3592,30.4513
2015-03-25,61.06,59.08,947.31,67.48,70273653105.6,70271331119,30.0443,0.185,51.6545,38.3592,30.4513
2015-03-24,61.67,59.75,956.53,68.15,70971390918,70969045877,30.3426,0.1964,51.6545,38.3592,30.4513
2015-03-23,59.81,57.7,928.31,66.1,68836521492,68834246991,29.4299,0.1686,51.6545,38.3592,30.4693
2015-03-20,59.14,56.95,917.98,65.35,68055471702,68053223008,29.096,0.1588,51.6545,38.3479,30.4693
2015-03-19,58.76,56.53,912.2,64.93,67618083819.6,67615849578,28.909,0.1492,51.6545,38.3592,30.4698
